Fold,Test_MSE,Test_Pearson
1,0.01983183148973455,0.08687559140436626
2,0.010667517899943402,0.2141732345034642
3,0.011520041234020055,-0.0056860814915035696
4,0.009881517579147117,0.01053270999070451
5,0.020462816722002848,-0.20463709775652988
6,0.014148577372552002,-0.05101763491581503
7,0.01381194635127172,-0.021059018382202775
8,0.012974362827270722,0.08630201644158335
9,0.012750283904838762,-0.025385477302960334
10,0.022177137886434262,0.30669909805893886
11,0.02339416855691052,-0.07335091654641135
12,0.011802842311488624,0.1056275786091039
13,0.00475653804758978,-0.01809778836815553
14,0.04695375282013161,-0.17047919242060988
15,0.008736557819904369,0.11021972897950749
16,0.013974844192139032,0.11645049557278299
17,0.01739620123117079,0.32545015496244145
18,0.02228688524113902,-0.16849655927686824
Mean ± Std,0.0165 ± 0.0089,0.0347 ± 0.1462
