Fold,Test_MSE,Test_Pearson
1,0.018708544668506306,0.009770840471526574
2,0.011047927604449366,-0.1349386005803087
3,0.011433028163731858,0.11364851316951671
4,0.00913290272600561,0.23286366309263712
5,0.019930592671364915,-0.2087120205314617
6,0.014314197105801243,-0.09275842829251628
7,0.014198603247542229,-0.2319569245271703
8,0.013066520334865711,0.15244685149525047
9,0.012362760216904517,0.11495815398897008
10,0.02264133213266692,0.3325421824617153
11,0.022959011137888837,-0.21041564614904443
12,0.011909208668925118,-0.020886730740588062
13,0.005254829621180482,-0.1498840388059169
14,0.05258893370731947,0.005888114143635572
15,0.008491034656926182,-0.09598785251071448
16,0.012629004983931434,-0.004617895293782273
17,0.017382650307263915,0.40340154445194715
18,0.02691323813468862,-0.054333278595408145
Mean ± Std,0.0169 ± 0.0102,0.0089 ± 0.1794
