Fold,Test_MSE,Test_Pearson
1,0.060128907578864,0.3650969343123689
2,0.032612013428924794,0.20879660905572267
3,0.03146886212251931,0.016473312124132538
4,0.029762596552599458,0.286826211423219
5,0.03462962731320989,0.1870303664085573
6,0.030315721843765606,0.2656144750037325
7,0.03564953643571413,0.052880985185379314
8,0.025920952326981113,0.2830539914983985
9,0.02752719106562251,0.2055636178567233
10,0.05568602879483265,0.224041618116343
11,0.03911575882456254,0.3662756044985856
12,0.012514142870758214,0.13386181286583052
13,0.024205763565884164,0.05088961713805161
14,0.03947185887040415,0.1808544419560537
15,0.04863433333934492,0.2992427456147685
16,0.027350786657847806,0.5209251226476688
17,0.02939170170934836,0.19731562419956483
18,0.048585415014887806,-0.1283653678914189
Mean ± Std,0.035165 ± 0.011510,0.206465 ± 0.144669
