Fold,Test_MSE,Test_Pearson
1,0.06431165227961007,0.3376274992546844
2,0.03690086530460312,0.3593911661209857
3,0.02731778013729778,0.019431298648346248
4,0.032597118978967866,0.21470613286899992
5,0.035811648360539135,0.030745252206935955
6,0.030691235691846147,-0.0021102264672022836
7,0.03262283734281643,0.21213776003283177
8,0.02599237723862232,0.27380188635492647
9,0.02867427606618259,0.21142109795766834
10,0.05542648904693755,0.2604744893275816
11,0.037212883046278296,0.10915112132950557
12,0.011990231656927329,0.05294702621458575
13,0.02233526007777304,0.3526569270725424
14,0.037958001284100894,0.4230661681866641
15,0.054875978977944,-0.12814981523725377
16,0.03203508410117509,0.09738537779210707
17,0.03240157334477883,-0.002702967495903902
18,0.05074370629000302,0.15564610294975084
Mean ± Std,0.036105 ± 0.012541,0.165424 ± 0.148835
