Fold,Test_MSE,Test_Pearson
1,0.018508286283507435,0.1402403769079366
2,0.009674577041624347,0.4003091178460304
3,0.0116137418508266,-0.02674405765498196
4,0.00990951868674548,-0.20998424172629032
5,0.01860592834689063,0.11683358971303186
6,0.013952043292045099,0.16043317652394626
7,0.011169352630575589,0.46373070626859625
8,0.014239064057275179,-0.39149042757003993
9,0.01107189788680999,0.33916557034076067
10,0.023291365203858574,0.16330362895082468
11,0.022026298206558135,0.18541448484924636
12,0.016841773998488605,0.17363193422317863
13,0.004633380205166596,0.22019636854629815
14,0.04229798440283554,-0.00961622035557148
15,0.008422009426768493,0.2692321653633081
16,0.01572457664167494,-0.10039541875928715
17,0.016735241144220606,0.514496972942906
18,0.0226097752698841,0.09128171729354691
Mean ± Std,0.016185 ± 0.008084,0.138891 ± 0.223060
