Fold,Test_MSE,Test_Pearson
1,6.192497713489106,-0.30198792658432816
2,4.1740481462605326,-0.054594122098660006
3,0.058944056776575986,-0.08019319274089512
4,4.419074129233511,-0.18595297405042044
5,0.796579872344562,-0.14168239174531302
6,1.8890294591019516,-0.1745819243720591
7,0.28186019837981835,0.4740570172117392
8,1.0336028460333122,0.32644171208314243
9,0.15072030918537194,-0.08142052033267252
10,0.5575202604280801,0.19327968774802193
11,0.6893459298731718,-0.2606842285430435
12,0.6092489581310453,0.09313531341277431
13,0.3795127197531057,-0.29386658762143647
14,0.9510632141964351,-0.333614775289498
15,2.3021846411884312,-0.30309173566373404
16,0.4027642535877883,0.1808047988820226
17,4.661554862700854,0.41233503590694587
18,0.4497648998558217,-0.1180350332391324
Mean ± Std,1.666629 ± 1.829960,-0.036092 ± 0.249485
