Fold,Test_MSE,Test_Pearson
1,0.06756491374043744,0.24549891113814337
2,0.03842507482482041,0.1427842755827278
3,0.02721312395323701,0.021652970967719506
4,0.04011604282164585,-0.2189040344626121
5,0.03687214313071409,-0.03717789258344342
6,0.023872132637233822,0.25991498101957367
7,0.03383992827261852,0.12232822567115503
8,0.02724889471086835,0.2773505145396824
9,0.03023901041503292,0.10734423098987816
10,0.05584541740214945,0.38339377523280727
11,0.037910481279339325,0.08758369420531112
12,0.011704491093855626,0.06701842607635825
13,0.02285632677120929,0.2921397152868011
14,0.04129241575735418,-0.2589677096037707
15,0.04899219339921733,0.3211246632627638
16,0.02903365832007502,0.4251858373314112
17,0.026479721249408665,0.21396006828126207
18,0.05128967407353918,0.08936089203865824
Mean ± Std,0.036155 ± 0.013099,0.141200 ± 0.181315
