Fold,Test_MSE,Test_Pearson
1,0.06673929527026028,0.10729015514826158
2,0.03695876431159563,0.38436743696982595
3,0.025100855900037338,0.019514008215447735
4,0.032655191517549205,0.2252363698754364
5,0.03615857518233229,-0.13534284083275483
6,0.029177313242663407,0.2723502723593212
7,0.036123174222521086,-0.06874171280057528
8,0.028110188705417358,0.020427263234024433
9,0.027593994292056924,0.3455865435768678
10,0.061527477290473725,-0.31396171554753044
11,0.04548389758681798,0.1331157698243692
12,0.01160109759385856,0.08748508467134784
13,0.02461819184158632,-0.20902778034659036
14,0.039331107726954445,0.2856407786838042
15,0.046777760064526254,0.4633040003280267
16,0.03181216791803066,0.1734982439586793
17,0.030031117091307537,0.023700773031129198
18,0.051327556552343,0.09443449885934549
Mean ± Std,0.036729 ± 0.013181,0.106049 ± 0.201171
