Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6165311653116531,0.5383360522022839,0.3124548783887478
2,0.6078697421981004,0.5331179321486268,0.29390389584784066
3,0.5395095367847411,0.4924924924924925,0.051292328357268546
4,0.548431105047749,0.5867665418227216,0.18488695197680316
5,0.560875512995896,0.6219081272084805,0.2076571222007894
6,0.5718194254445964,0.5585331452750353,0.14316456150429946
7,0.5554035567715458,0.6089049338146811,0.11344910530960807
8,0.607681755829904,0.48928571428571427,0.22148348367836596
9,0.6172839506172839,0.621438263229308,0.23437292186106368
10,0.6304945054945055,0.7091891891891892,0.3565842437331045
11,0.6593406593406593,0.7054631828978623,0.32531632213342143
12,0.4022038567493113,0.28618421052631576,0.21048343110538234
13,0.6041379310344828,0.6778900112233446,0.22828910963522514
14,0.47448275862068967,0.6051813471502591,0.15736613617688827
15,0.6016713091922006,0.4964788732394366,0.26876667635338936
16,0.5188811188811189,0.4591194968553459,0.170051597892323
17,0.5986013986013986,0.6434782608695652,0.24598683995211895
18,0.5194805194805194,0.011869436201780416,0.010100503983309077
Mean ± Std,0.568594 ± 0.060547,0.535869 ± 0.161063,0.207534 ± 0.088807
