Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6070460704607046,0.5552147239263804,0.34834971074042037
2,0.6445047489823609,0.6449864498644986,0.30130662213982823
3,0.771117166212534,0.7627118644067796,0.5903498826925868
4,0.5634379263301501,0.574468085106383,0.3091225703662032
5,0.6361149110807114,0.6658291457286433,0.39225655118746494
6,0.4103967168262654,0.40387275242047027,-0.2739492112901072
7,0.6046511627906976,0.5692995529061102,0.33006174596504406
8,0.644718792866941,0.5350089766606823,0.2891198105097055
9,0.578875171467764,0.5922974767596282,0.07496914991423109
10,0.4491758241758242,0.5458663646659117,0.01366810078625965
11,0.6414835164835165,0.6329113924050633,0.3808224667390736
12,0.6294765840220385,0.27100271002710025,0.13309930085750796
13,0.6303448275862069,0.6256983240223464,0.4713667278003886
14,0.40827586206896554,0.5217391304347826,0.22653089689681583
15,0.584958217270195,0.4601449275362319,0.17544579813107936
16,0.5258741258741259,0.42833052276559863,0.11282157365759385
17,0.6811188811188811,0.6724137931034483,0.43320024371698407
18,0.4227994227994228,0.024390243902439025,0.10349278879413434
Mean ± Std,0.579687 ± 0.097656,0.527010 ± 0.164642,0.245113 ± 0.194384
