Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.7357723577235772,0.5962732919254659,0.4616486226325884
2,0.7109905020352781,0.5399568034557235,0.36319779337074504
3,0.6825613079019074,0.7396648044692737,0.41459482058833086
4,0.6125511596180082,0.7394495412844037,0.3187796251551889
5,0.7154582763337893,0.7189189189189189,0.4653955806543712
6,0.6757865937072504,0.5398058252427185,0.3610798461794078
7,0.7154582763337893,0.7709251101321586,0.4819959195515382
8,0.6063100137174211,0.5208681135225376,0.3166548009489347
9,0.6954732510288066,0.7008086253369272,0.42555842191375615
10,0.7554945054945055,0.7834549878345499,0.5591964719531433
11,0.7293956043956044,0.767962308598351,0.5470423139080989
12,0.5798898071625345,0.5300462249614792,0.2545428785675798
13,0.7089655172413794,0.7144790257104194,0.45614472736520795
14,0.8220689655172414,0.8451380552220888,0.6733992738862871
15,0.7311977715877437,0.6571936056838366,0.49047222757602593
16,0.7090909090909091,0.7134986225895317,0.47105989545167415
17,0.5608391608391609,0.6314553990610329,0.19628006269852316
18,0.6320346320346321,0.43458980044345896,0.36186140391173044
Mean ± Std,0.687741 ± 0.064507,0.663583 ± 0.109967,0.423272 ± 0.111690
