Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6829268292682927,0.5447470817120622,0.3671536194632234
2,0.6445047489823609,0.4717741935483871,0.2790618250296681
3,0.6825613079019074,0.8107229894394801,0.16050897051512
4,0.8799454297407913,0.9336349924585219,0.45979165825535045
5,0.560875512995896,0.49607535321821034,0.1533156203504354
6,0.615595075239398,0.44793713163064836,0.2546746085643045
7,0.518467852257182,0.5428571428571428,0.17810198607211308
8,0.654320987654321,0.4424778761061947,0.23159091511440844
9,0.6323731138545954,0.6633165829145728,0.31365477993748686
10,0.6387362637362637,0.6392318244170097,0.420680281342257
11,0.6373626373626373,0.649867374005305,0.3266358155311577
12,0.5853994490358126,0.5460030165912518,0.27300207985867636
13,0.6551724137931034,0.6565934065934066,0.31978977681086695
14,0.6689655172413793,0.696969696969697,0.5001395472257246
15,0.6977715877437326,0.6505636070853462,0.4032088836974018
16,0.7118881118881119,0.7005813953488372,0.4626161613265698
17,0.6433566433566433,0.6996466431095406,0.3816293443017826
18,0.6479076479076479,0.3107344632768362,0.11809275624012167
Mean ± Std,0.653230 ± 0.071735,0.605763 ± 0.142682,0.311314 ± 0.111612
