Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.2994579945799458,0.2624821683309558,-0.3987374195748765
2,0.47489823609226595,0.6303724928366762,0.1213713066181106
3,0.6948228882833788,0.7407407407407407,0.5428925779526883
4,0.6684856753069577,0.8013082583810303,0.15289653647370155
5,0.6361149110807114,0.7775919732441472,-0.011839962193339548
6,0.573187414500684,0.6446469248291572,0.2504863690655593
7,0.5512995896032832,0.7107583774250441,-0.2582073779345324
8,0.48148148148148145,0.015625,-0.39898346817363994
9,0.49382716049382713,0.6095238095238096,-0.13691665516230492
10,0.20054945054945056,0.0,0.09443830165462062
11,0.49313186813186816,0.17817371937639198,0.3891771210464694
12,0.1418732782369146,0.24849215922798554,-9.928190420134195e-05
13,0.4317241379310345,0.27208480565371024,0.24741360085993927
14,0.08551724137931034,0.0,-0.15035670291841427
15,0.5445682451253482,0.035398230088495575,-0.13598912530585552
16,0.2783216783216783,0.42538975501113585,0.16908519320267912
17,0.3986013986013986,0.09663865546218488,-0.27063477846544726
18,0.24963924963924963,0.018867924528301886,0.08189867710160481
Mean ± Std,0.427639 ± 0.176124,0.359339 ± 0.297154,0.015994 ± 0.254509
