Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6978319783197832,0.5893186003683242,0.4170571424926388
2,0.6445047489823609,0.608955223880597,0.32875080204779994
3,0.720708446866485,0.657762938230384,0.5439260331002981
4,0.597544338335607,0.601889338731444,0.3058502613092799
5,0.6538987688098495,0.6692810457516339,0.4247614464282068
6,0.4363885088919289,0.4147727272727273,-0.24747464166825925
7,0.6497948016415869,0.6424581005586593,0.3623906434841153
8,0.6584362139917695,0.5856905158069884,0.34105855647503175
9,0.5747599451303155,0.5494186046511628,0.09056757794421703
10,0.39972527472527475,0.4703030303030303,0.027265471415098202
11,0.6098901098901099,0.6292428198433421,0.3867467654632232
12,0.59366391184573,0.2751842751842752,0.10250511054608308
13,0.696551724137931,0.7164948453608248,0.5037853154335732
14,0.4124137931034483,0.5328947368421053,0.17942166666442735
15,0.5766016713091922,0.46099290780141844,0.16102685548023032
16,0.6055944055944056,0.30198019801980197,0.06591264431587976
17,0.6601398601398601,0.6629680998613038,0.36406597019804904
18,0.3333333333333333,0.0211864406779661,0.1702987961073009
Mean ± Std,0.584543 ± 0.110075,0.521711 ± 0.170826,0.251551 ± 0.192724
