Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.5989159891598916,0.4807017543859649,0.2703532197322837
2,0.5061058344640434,0.42946708463949845,0.14719058191680712
3,0.6444141689373297,0.7023945267958951,0.3659133453467636
4,0.44474761255115963,0.5851172273190621,0.12628773755735656
5,0.6333789329685362,0.6011904761904762,0.31562334635776795
6,0.627906976744186,0.4925373134328358,0.24045708555594775
7,0.6689466484268126,0.7034313725490197,0.4747650514779366
8,0.5775034293552812,0.4317343173431734,0.13460312769314975
9,0.6406035665294925,0.6147058823529412,0.29039844680059734
10,0.6923076923076923,0.6972972972972973,0.45919418862403094
11,0.6662087912087912,0.6798418972332015,0.4424196678185974
12,0.49449035812672176,0.3747870528109029,0.06383653658014474
13,0.6206896551724138,0.6054519368723099,0.35236375166488476
14,0.6041379310344828,0.6504263093788063,0.3154530612068872
15,0.7005571030640668,0.6814814814814815,0.4819116382453766
16,0.5538461538461539,0.56,0.11836645763075293
17,0.5874125874125874,0.6441495778045838,0.3261282473967827
18,0.5526695526695526,0.4061302681992337,0.38585902137653016
Mean ± Std,0.600825 ± 0.067825,0.574491 ± 0.108011,0.295062 ± 0.128800
