Fold,Test_MSE,Test_Pearson
1,0.06584797266426834,0.3397639055299645
2,0.03923107420873117,0.4313390648623312
3,0.02459335836612274,0.21494185706598315
4,0.03853233224507696,0.09202465156650688
5,0.03488283485523194,0.28005384383093773
6,0.031346892875525494,0.10864824966643058
7,0.032900697051050275,0.27616656480348223
8,0.030584395579756785,0.18880402993413697
9,0.027537158811080157,0.44708101371410314
10,0.05398007749667612,0.5914315226009613
11,0.034123342990129285,0.46228455402560753
12,0.011912840270532389,0.26766531391009657
13,0.02438862812376672,0.2797883463114744
14,0.03725309091782832,0.41089393392138945
15,0.049680838751243954,0.28804320360539815
16,0.029843767553613433,0.46798607264340875
17,0.027177739142306066,0.01773218906093274
18,0.05217796929161717,0.38765607380649275
Mean ± Std,0.035889 ± 0.012426,0.308461 ± 0.145364
