Fold,Test_MSE,Test_Pearson
1,0.06019079801386253,0.42161547255361415
2,0.03992283345443706,-0.15320215492542472
3,0.028197424927398764,0.2572034771576993
4,0.03705095657891163,0.25431052799189147
5,0.03440149570548143,0.40515618688888844
6,0.028173553761411573,-0.10079008352347468
7,0.029408166470844856,0.27968156944039324
8,0.02585920827968746,0.47383951234318494
9,0.028404382189073808,0.2931883183587922
10,0.05286545425929517,0.5477048924402375
11,0.03460886537030404,0.47726994602911416
12,0.012669128248176328,-0.01703504966681555
13,0.025147710161323847,-0.03685609530961891
14,0.03696718442585357,0.443231802316407
15,0.04699652843264898,0.46757463687367673
16,0.02812829990395176,0.5703594552404411
17,0.03071217597366889,0.02839966007689982
18,0.056393260998078606,-0.047587343234412466
Mean ± Std,0.035339 ± 0.011782,0.253559 ± 0.236959
