Fold,Test_MSE,Test_Pearson
1,0.06423637518036969,0.48552206682160626
2,0.03883718926965701,0.06260932103613479
3,0.025030644388027663,0.26811229653918167
4,0.05798216205902919,0.2161654501355662
5,0.0363588314235562,0.058758947134447216
6,0.034141630580358164,0.3116728453913128
7,0.03265698089621599,0.3571315096670435
8,0.024355028917024176,0.29218162587680174
9,0.03389149419570466,0.16360914021913187
10,0.04494576910437055,0.5306328113098313
11,0.04437984584164986,0.08619465058514872
12,0.012703446768356025,0.3052639643018138
13,0.017960771708166415,0.4668348152091251
14,0.031069977286572147,0.5400580037119159
15,0.05026144081375046,0.24146100097925247
16,0.028074661968402675,0.45969373326995827
17,0.03144261134422236,0.18926271831283326
18,0.05777184236685652,0.2565856072379402
Mean ± Std,0.037006 ± 0.013641,0.293986 ± 0.150166
