Fold,Test_MSE,Test_Pearson
1,3.883763020543511,-0.46442914750380393
2,14.317444910065127,-0.4210739423657125
3,7.592810082119038,0.40648983503393565
4,29.83515183197548,-0.059306441579488674
5,0.26396441206219257,0.5255657781365217
6,1.2694490761172454,-0.278470393448749
7,40.79186891909278,-0.2500466574965448
8,33.019355890467786,0.34774869117894436
9,67.07578764596217,-0.027677644804555306
10,35.521940381962224,0.03574308001220711
11,1.1275348831611423,-0.305781761028181
12,1.2349420042233317,-0.2511083597878329
13,84.8067536612075,-0.18974381871320087
14,1.162203365707251,0.25105999221985253
15,1.6278636520560619,0.5906754711181096
16,12.006822833640758,-0.17504359744682418
17,90.11593082024274,0.07895086183822211
18,1.7520426207902098,-0.38321622876983646
Mean ± Std,23.744757 ± 28.870611,-0.031648 ± 0.322421
