Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.5663956639566395,0.5015576323987538,0.24370970529071323
2,0.5156037991858887,0.4213938411669368,0.13422750396081495
3,0.6485013623978202,0.7133333333333334,0.37393125177190034
4,0.44474761255115963,0.5782383419689119,0.12289041792046948
5,0.6443228454172366,0.6153846153846154,0.31275560084912113
6,0.5786593707250342,0.48148148148148145,0.14369730152819707
7,0.6333789329685362,0.6674937965260546,0.4542622950110369
8,0.541838134430727,0.4261168384879725,0.10084278515372769
9,0.6433470507544582,0.672544080604534,0.2615894995149045
10,0.6785714285714286,0.71875,0.3965956569208035
11,0.5906593406593407,0.595108695652174,0.3616070687710988
12,0.49449035812672176,0.3953871499176277,0.10416127410018158
13,0.6193103448275862,0.6011560693641619,0.34553701951459426
14,0.6041379310344828,0.6343949044585987,0.32299732378798507
15,0.6740947075208914,0.6517857142857143,0.47868074900179036
16,0.5132867132867133,0.546875,0.010183797835582951
17,0.5804195804195804,0.6268656716417911,0.36273780669738637
18,0.5541125541125541,0.4091778202676864,0.369659902104861
Mean ± Std,0.584771 ± 0.063513,0.569836 ± 0.103463,0.272226 ± 0.133732
