Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6910569105691057,0.5189873417721519,0.3980514526108374
2,0.5630936227951153,0.5413105413105413,0.23059232972092333
3,0.5258855585831063,0.6753731343283582,0.10092261493916979
4,0.3178717598908595,0.0,-0.027914251180260384
5,0.454172366621067,0.47979139504563234,-0.034402688864524134
6,0.5923392612859097,0.5538922155688623,0.19299646869504733
7,0.5403556771545828,0.5087719298245614,0.0965662042800546
8,0.6131687242798354,0.5579937304075235,0.26910269574772416
9,0.6227709190672154,0.5973645680819912,0.2989479615260098
10,0.5315934065934066,0.6111744583808438,0.2534219284722085
11,0.6785714285714286,0.6921052631578948,0.39808302273494606
12,0.37327823691460055,0.2649434571890145,0.12113828706494387
13,0.6248275862068966,0.6476683937823834,0.33823314873617544
14,0.5379310344827586,0.6738072054527751,0.19124763986440582
15,0.6350974930362117,0.5387323943661971,0.3434255615977002
16,0.4993006993006993,0.4575757575757576,0.3643785938199562
17,0.6839160839160839,0.7250608272506083,0.4472959899887907
18,0.5266955266955267,0.023809523809523808,0.0439185122044289
Mean ± Std,0.556218 ± 0.098974,0.503798 ± 0.202215,0.223667 ± 0.143894
