Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6151761517615176,0.5170068027210885,0.3050158667757191
2,0.6065128900949797,0.5524691358024691,0.24818016080961355
3,0.5640326975476839,0.5844155844155844,0.11849475058754151
4,0.5852660300136425,0.6346153846153846,0.270791959617536
5,0.5923392612859097,0.6426858513189448,0.2170803671704702
6,0.5581395348837209,0.5755584756898817,0.040908614916234994
7,0.5745554035567716,0.6509539842873177,0.1273191759201136
8,0.6255144032921811,0.5589660743134087,0.2948965468347534
9,0.6392318244170097,0.6171761280931587,0.28272842456457814
10,0.6923076923076923,0.7732793522267206,0.38707391760582005
11,0.635989010989011,0.648074369189907,0.30988604969197064
12,0.4476584022038568,0.26958105646630237,0.20411634366599035
13,0.6358620689655172,0.714902807775378,0.2280239049263548
14,0.4731034482758621,0.6053719008264463,0.13476326139823028
15,0.5905292479108635,0.47686832740213525,0.1999904603259712
16,0.509090909090909,0.4489795918367347,0.1785596840743832
17,0.6013986013986014,0.6293888166449935,0.24413785808490515
18,0.455988455988456,0.010498687664041995,-0.020144247896820747
Mean ± Std,0.577928 ± 0.065477,0.550600 ± 0.169106,0.209546 ± 0.098064
