Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.7466124661246613,0.5943600867678959,0.47814354507294143
2,0.6743554952510177,0.5588235294117647,0.37531349911622275
3,0.6662125340599455,0.7225368063420159,0.4182665711501545
4,0.7121418826739427,0.817946505608283,0.41106373799691526
5,0.7113543091655267,0.7352572145545797,0.4931925361737718
6,0.6333789329685362,0.4574898785425101,0.25616632501880277
7,0.6839945280437757,0.7253269916765755,0.48054569979946204
8,0.6172839506172839,0.4685714285714286,0.2751070062404345
9,0.6735253772290809,0.6685236768802229,0.42307084738705975
10,0.7925824175824175,0.8147239263803681,0.6780372910729027
11,0.7637362637362637,0.8027522935779816,0.5520034210910575
12,0.6157024793388429,0.5647425897035881,0.3362577179588371
13,0.7241379310344828,0.7237569060773481,0.48631190348690756
14,0.7779310344827586,0.7949044585987262,0.6459344432390224
15,0.7827298050139275,0.7263157894736842,0.5524564906677624
16,0.7216783216783217,0.7153075822603719,0.5184245604017704
17,0.5482517482517483,0.6046511627906976,0.24771894684900414
18,0.6291486291486291,0.41189931350114417,0.3399342397461881
Mean ± Std,0.693042 ± 0.065562,0.661549 ± 0.124443,0.442664 ± 0.120847
