Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.7276422764227642,0.592292089249493,0.4402517601276539
2,0.6702849389416553,0.558983666061706,0.39266398967511534
3,0.7098092643051771,0.7692307692307693,0.416290609158799
4,0.5811732605729877,0.7101038715769594,0.35277272874972265
5,0.7428180574555403,0.7374301675977654,0.5307556559994765
6,0.6634746922024624,0.532319391634981,0.3231574488099613
7,0.6634746922024624,0.7105882352941176,0.450960038860001
8,0.5953360768175583,0.49572649572649574,0.3129950155704637
9,0.7064471879286695,0.7084468664850136,0.4341193061840438
10,0.7857142857142857,0.8025316455696202,0.6705440511942791
11,0.7472527472527473,0.7830188679245284,0.5383808020143824
12,0.5426997245179064,0.5414364640883977,0.27274798708987863
13,0.7158620689655173,0.7185792349726776,0.5008135366154965
14,0.7806896551724138,0.7984790874524715,0.6650727822361704
15,0.766016713091922,0.7073170731707317,0.5408240118279993
16,0.7230769230769231,0.7226890756302521,0.5178643253459991
17,0.5594405594405595,0.6218487394957983,0.2246007971228123
18,0.6479076479076479,0.4272300469483568,0.3452166024506405
Mean ± Std,0.684951 ± 0.072927,0.663236 ± 0.109836,0.440557 ± 0.121415
