Fold,Test_MSE,Test_Pearson
1,0.018625572357150833,0.30254456127036256
2,0.010886201587779745,0.057636021134409236
3,0.011620852346473908,0.04613240330844351
4,0.00914172021745333,0.18135306223302314
5,0.017323095453129232,0.22260882238115795
6,0.01499318676858858,-0.01145915469908752
7,0.01321804861748263,0.2019353503102517
8,0.013483156230300369,0.12665314567656788
9,0.012308288326785868,0.06909561591485389
10,0.021713019788687418,0.26161834969125786
11,0.022340773629683702,0.09361030080531713
12,0.01434665101312882,0.1586722253432404
13,0.004603360783847623,0.19790314536591846
14,0.04360619969320773,0.4980048639674336
15,0.009640896357532952,0.16016844260327787
16,0.014216911179788629,0.17428534465874762
17,0.016981519006998937,0.4327631659833811
18,0.027786234359630384,-0.12195341347136283
Mean ± Std,0.016491 ± 0.008421,0.169532 ± 0.143673
