Fold,Test_MSE,Test_Pearson
1,0.019485797528336637,0.3223643727633337
2,0.010481739329880144,0.2129751595976887
3,0.011778697866115222,0.011653939941264332
4,0.00913738632809495,0.22716160293516918
5,0.01761866210502768,0.19308306549985393
6,0.0142111338347089,0.060344210366367286
7,0.012886409103076112,0.20564249228365789
8,0.01303430421865593,0.2213833448997786
9,0.012394110012571702,-0.08829576436311418
10,0.02074917081196992,0.3226708570826642
11,0.02233777408544231,0.09699988709732488
12,0.01571849177808851,0.05295913229480199
13,0.004625937485076535,0.21105803051659838
14,0.03742645477028137,0.4134898521042163
15,0.009749229241554934,0.04731427872443099
16,0.016147089032587558,0.05185322392820266
17,0.01644076805500324,0.3088088309078303
18,0.029432348446009636,-0.09291801738744845
Mean ± Std,0.016314 ± 0.007506,0.154364 ± 0.140020
