Fold,Test_MSE,Test_Pearson
1,0.023278665315847817,0.1651836870086067
2,0.010535144554506977,0.22040271496842095
3,0.01196423475004103,-0.03054295635093858
4,0.00914239480601227,0.15504051701230154
5,0.01759519886691883,0.01524933854437151
6,0.014024248607831573,0.10820689210576852
7,0.013312509238036603,0.14017471517376062
8,0.012490745555302551,0.2698010626601044
9,0.011931648275991216,0.20614274587751408
10,0.023019701910631036,0.07480873881627428
11,0.02171698834176432,0.1936493458206074
12,0.013783785370736587,0.12244525215649463
13,0.0047159947565108065,0.11557076229386792
14,0.040125758492909024,0.32357922392708194
15,0.009507707650237604,0.09793669080093423
16,0.013870194284204582,0.24883696843978348
17,0.016683426010813435,0.26935741045382344
18,0.030280863779453434,-0.08574861068846762
Mean ± Std,0.016554 ± 0.008268,0.145005 ± 0.104563
