Fold,Test_MSE,Test_Pearson
1,0.020124794047420787,0.2242319164948096
2,0.011001850183777,0.1973051674287154
3,0.01233950732333542,-0.15618740423919625
4,0.009141562091921619,0.13829499388500674
5,0.017035108780587366,0.14577186566844477
6,0.014947817689109204,0.048796339499512516
7,0.013313353343091888,0.17593443812028062
8,0.013062111737172626,0.24651654801671868
9,0.012093817802251565,0.24264324502325818
10,0.022727819997333157,0.0435180239253656
11,0.022119058981784106,0.13841417592008737
12,0.011335491382752968,0.122870987831872
13,0.004776133787327162,0.1600125948031436
14,0.042137246392208165,0.11049211809069644
15,0.009571013038473103,0.13462761777480792
16,0.014484414427177496,-0.0067459701274746875
17,0.01698807743651022,0.21086232911590133
18,0.027157413232414242,-0.10787096343572677
Mean ± Std,0.016353 ± 0.008220,0.114972 ± 0.109863
