Fold,Test_MSE,Test_Pearson
1,9.55369900514395,-0.34907381506791946
2,13.746819838855075,-0.014246696927685869
3,2.1461046716496592,-0.06017854713383246
4,3.0732510045218815,-0.1617713444674297
5,2.0273808826064004,0.20891302986898258
6,16.390626478295385,0.15386500359176233
7,2.2217883048765725,0.19115846375990303
8,5.084281954678684,-0.15656087444174932
9,0.23813797925836183,0.2106393606140044
10,1.145147248910614,0.30199124727447657
11,0.06543026672112802,0.21091819880629623
12,5.481138470806881,-0.06569172842705505
13,0.6797981257076584,0.14833785950622186
14,28.157641554827425,-0.3826071979571935
15,0.6176737926635921,0.04857833217918537
16,2.1297054396608766,-0.06187768433840637
17,3.745718624223499,-0.35460343473551553
18,3.7092180989613657,-0.12201432967299115
Mean ± Std,5.567420 ± 7.060662,-0.014124 ± 0.207660
