Fold,Test_MSE,Test_Pearson
1,0.06881340233198853,0.5183221144182616
2,0.03955747154979475,-0.20366487761211352
3,0.02889574017832652,0.11493284521161244
4,0.029079314994381933,0.3067374310629324
5,0.03156550342879007,0.4743725645633532
6,0.02682565729454038,0.4436318416862539
7,0.03376587292374726,0.17607122576675566
8,0.02533257717974209,0.3617531497540116
9,0.028317851180995637,0.2864955657923086
10,0.05368595244092341,0.45375981362250994
11,0.035501578084862234,0.28942374399075876
12,0.012615364719123643,0.3212334501594277
13,0.023284376513202386,0.17821696760812916
14,0.03625895618608103,0.46075437641462097
15,0.05321295940532725,-0.2300787172091477
16,0.02991497156614421,0.29247287657576226
17,0.029045685346019576,0.15502771079493216
18,0.050889208742988926,0.02700731686798334
Mean ± Std,0.035365 ± 0.013096,0.245915 ± 0.210137
