Fold,Test_MSE,Test_Pearson
1,1.9375927955297232,-0.2640211451352306
2,0.6073851631368861,0.2949054824972194
3,0.11694179215380043,-0.12448416080249489
4,1.8447590442825885,-0.21378233211397504
5,1.0259868116627897,-0.3047735760924773
6,0.6686246657464502,-0.18124029070469688
7,0.4279373292311226,0.454488354481696
8,0.1375923244631243,0.11353990094188893
9,7.997896260462152,-0.4004193046400547
10,0.9214720978539191,0.02966113003325639
11,0.162664312353706,-0.2466165388263708
12,1.0012016315284666,0.1429006580064846
13,0.8400727752075071,0.3711606801204058
14,0.3884864851986209,-0.4023741198520352
15,0.43393058830126846,0.20630014953062445
16,0.8127343686405136,-0.36005377379004777
17,0.4158833032472672,0.40317918990672497
18,0.2554314688872717,-0.10844181495829389
Mean ± Std,1.110922 ± 1.745074,-0.032782 ± 0.282090
