Fold,Test_MSE,Test_Pearson
1,0.021319032036754948,0.04115431722308521
2,0.010427132644889483,0.32232784769479533
3,0.011615629552417232,0.16297743642184892
4,0.010195381587959148,-0.20986379064251254
5,0.018531639438018638,0.13490604793041017
6,0.013910476220944778,0.16390480586080242
7,0.01207347600202807,0.41067216364473513
8,0.014498030349740584,0.014480702093707734
9,0.012480640403127973,-0.014718692778157627
10,0.018764278844212105,0.23603608948184654
11,0.023025007225004696,-0.07384487540943216
12,0.011343527521459376,0.16586473878545754
13,0.004600617523540622,0.2832103678890152
14,0.04477999381295147,0.17369134761602875
15,0.01133383069187377,-0.17491485352371847
16,0.01327879538402607,0.2970051751617766
17,0.016763894904292434,0.1778043159920779
18,0.025296936750382158,0.12325765144758259
Mean ± Std,0.016347 ± 0.008512,0.124108 ± 0.162916
