Fold,Test_MSE,Test_Pearson
1,0.017933699017688813,0.28300796637420983
2,0.010092434983159114,0.33573634725834656
3,0.011397415606088371,0.1210805538671004
4,0.009829206573222535,0.019597203624100848
5,0.01700000014659766,0.18659360871335723
6,0.01378932995487102,0.13728976758127026
7,0.013390204865825789,0.32250879643128094
8,0.011576873536907202,0.4303988768142582
9,0.012116091136493064,0.1551721116156944
10,0.02108261873530525,0.232602447667614
11,0.021472881300017004,0.39378712719823333
12,0.01299392449353226,0.11819083627583907
13,0.005507804313290417,-0.06493607479023703
14,0.043134578827917415,-0.15594524824930225
15,0.009965312364620433,-0.17870534783096215
16,0.01359887600785013,0.30466616332781327
17,0.015543265016077716,0.6583561944002734
18,0.0271782057514388,0.12145282125107551
Mean ± Std,0.015978 ± 0.008245,0.190047 ± 0.204036
