Fold,Test_MSE,Test_Pearson
1,0.01817257027302936,0.43731399703206103
2,0.010246559091110078,0.2795556388728858
3,0.01152535445845567,0.24498572588477974
4,0.009352510138455134,0.014240463003277803
5,0.015654651850272032,0.4373382018204566
6,0.014434559981835713,-0.03022755848898881
7,0.012591104987942412,0.28759675807236607
8,0.012847762371283305,0.25090895373608557
9,0.012229968165662743,0.058657406501827505
10,0.022906201739831357,0.04893386712831518
11,0.021455050882912087,0.24536017715787925
12,0.012794402064225063,0.004791987692573232
13,0.004516951655554194,0.3824225191072896
14,0.0426849517373956,0.2835605092794502
15,0.011457689077939334,0.06522059154595392
16,0.013947471723373562,0.2074372624730673
17,0.01690703546431734,0.1214498981508817
18,0.028044685768648846,0.2663823125752146
Mean ± Std,0.016209 ± 0.008307,0.200329 ± 0.143526
