Fold,Test_MSE,Test_Pearson
1,0.3203776887943116,0.4241723632870465
2,4.442348551300755,0.10685438661774657
3,2.9270704905921447,0.41240140554237714
4,1.85333480991355,0.27220084493636604
5,2.9810662913656247,-0.454378501117601
6,0.36968278618336486,0.0020523261786061647
7,0.18051492148066742,-0.03417987294706197
8,4.661600876664468,0.28933097546062836
9,5.456210007318772,-0.08837606575034074
10,0.4887085208782209,-0.19917722024321322
11,0.35995255061694986,0.33268272636950746
12,0.6484178550124454,0.25902340231336174
13,0.8014218952986716,0.33520623212700407
14,7.071662870851926,-0.5507129484969157
15,1.6661868176488714,-0.019124262757183298
16,0.5494419431713025,0.05174090154313671
17,2.526931670989247,-0.30954662845799585
18,18.533048524199938,-0.20712453786669105
Mean ± Std,3.102110 ± 4.239744,0.034614 ± 0.287513
