Fold,Test_MSE,Test_Pearson
1,0.020968348962827035,0.00815538580477676
2,0.010768850726886046,0.3199745397164995
3,0.011518730765485445,0.21748692281096013
4,0.009554393879691727,-0.08812168139759124
5,0.017838769387780666,0.16519956931205756
6,0.014936073580127017,0.014551106026810395
7,0.013516343809303086,0.008927795775535291
8,0.012280101176444217,0.3385353181364435
9,0.011936367995335217,0.18560894321590315
10,0.024168937759478364,0.17280820754587078
11,0.021479156754945425,0.3153953884202364
12,0.014824665143157362,0.25174408388994285
13,0.004301126269518488,0.4138759193472234
14,0.043632697286204725,0.0006815694899610734
15,0.009238394438090877,0.1732066750372529
16,0.014359693756808787,0.028150015653566174
17,0.016220131647837647,0.43556191112081044
18,0.030181349170743204,0.20784167661454733
Mean ± Std,0.016762 ± 0.008795,0.176088 ± 0.149767
