Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6707317073170732,0.5557586837294333,0.3495244109301864
2,0.6431478968792401,0.4009111617312073,0.25542416130202333
3,0.7138964577656676,0.8325358851674641,0.22243393846862428
4,0.37789904502046384,0.524008350730689,0.32381959778425307
5,0.5978112175102599,0.5701754385964912,0.19383995869233478
6,0.6087551299589603,0.4684014869888476,0.27400536085190097
7,0.5294117647058824,0.5815085158150851,0.11892271928801385
8,0.6570644718792867,0.47478991596638653,0.22400230583120817
9,0.6049382716049383,0.6022099447513812,0.29455074095888856
10,0.6291208791208791,0.6428571428571429,0.3344720434252895
11,0.6510989010989011,0.684863523573201,0.3146457912911609
12,0.5674931129476584,0.5341246290801187,0.26258505773636553
13,0.6193103448275862,0.6145251396648045,0.29947039091808125
14,0.7020689655172414,0.7403846153846154,0.5073902458772814
15,0.6810584958217271,0.6370839936608558,0.4082575076233135
16,0.7104895104895105,0.702158273381295,0.44507747965388805
17,0.6139860139860139,0.672209026128266,0.351963104270995
18,0.5844155844155844,0.32075471698113206,0.09677067278310231
Mean ± Std,0.620150 ± 0.076277,0.586626 ± 0.120359,0.293175 ± 0.100915
