Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.7357723577235772,0.5859872611464968,0.47666039049897
2,0.7272727272727273,0.5803757828810021,0.4224124538238522
3,0.6498637602179836,0.6936829558998808,0.4206607016038772
4,0.6480218281036835,0.7684021543985637,0.3438794381501336
5,0.6853625170998632,0.6875,0.4721436955971109
6,0.6306429548563611,0.5212765957446809,0.30905310210273607
7,0.7127222982216143,0.7671840354767184,0.47907597424932113
8,0.6186556927297668,0.5,0.3103157728977919
9,0.6968449931412894,0.7088274044795784,0.43628932211305155
10,0.8035714285714286,0.8299643281807372,0.6501774966977054
11,0.7335164835164835,0.7717647058823529,0.5404898401601193
12,0.546831955922865,0.5449515905947441,0.3130941199800644
13,0.7158620689655173,0.7154696132596685,0.47709819574504925
14,0.783448275862069,0.8025157232704403,0.6462919451091012
15,0.7562674094707521,0.6967071057192374,0.5123770475632106
16,0.7132867132867133,0.7067238912732475,0.507983666005678
17,0.5664335664335665,0.6501128668171557,0.1851260855262696
18,0.6392496392496393,0.4186046511627907,0.3231978442059844
Mean ± Std,0.686868 ± 0.068047,0.663892 ± 0.111507,0.434796 ± 0.117873
