Fold,Test_MSE,Test_Pearson
1,0.07314590605525081,0.21432482338767833
2,0.03954444260460673,-0.13136316290426064
3,0.02694694210583237,0.5081831230510035
4,0.044393160056283125,0.26380226075902713
5,0.034962555124291445,0.2413708128781812
6,0.026538342496359387,-0.0017450962031404574
7,0.03393075794767011,-0.06983605288433208
8,0.02742601906724565,0.23645941215626523
9,0.0300077243460925,-0.07557117787574666
10,0.05726529414439398,0.14594849797076634
11,0.03883330667926316,0.08019716913302583
12,0.011674152631762347,0.06557848010577202
13,0.02449166342419598,0.09925027764006672
14,0.039374915128645195,0.2535558138020149
15,0.05067728816027349,0.1846622542724518
16,0.03482992576003691,-0.037455938577155276
17,0.028839435410776958,0.15033952912868526
18,0.05426028600185797,0.2713813196665932
Mean ± Std,0.037619 ± 0.013943,0.133282 ± 0.155272
