Fold,Test_MSE,Test_Pearson
1,0.06569978781686107,0.18616340823071592
2,0.033987223290667896,0.018201511012625307
3,0.035424875616352415,0.027732325968192053
4,0.037490170998854364,0.3637384862423534
5,0.03532172616951299,0.1254248833131831
6,0.03196022336899927,0.21381113426856896
7,0.035925064458417796,-0.0513963232132692
8,0.027131214100176267,0.2956463893352642
9,0.028168960092812608,0.22217826899504334
10,0.05924755245174079,0.05299500832259942
11,0.03807700213568178,0.33418851642746467
12,0.01193486840520603,0.11794350683793457
13,0.027670471165528336,-0.12408296867466106
14,0.038206536381679264,0.30204840177504455
15,0.04934303753568858,0.25330726884720056
16,0.031798502946250494,0.14897851706125664
17,0.03282646091527371,0.2975648339708608
18,0.0497776449487247,0.24429109789191294
Mean ± Std,0.037222 ± 0.012047,0.168263 ± 0.135177
