Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6720867208672087,0.5615942028985508,0.41626322923028236
2,0.689280868385346,0.5946902654867257,0.4597080890479932
3,0.2847411444141689,0.0,-0.24016596169076698
4,0.7844474761255116,0.8740031897926634,0.24005656758105084
5,0.48700410396716826,0.06015037593984962,-0.10706221637337388
6,0.7428180574555403,0.0,-0.01665206110318474
7,0.3173734610123119,0.0,0.38027523150509135
8,0.411522633744856,0.28618968386023297,-0.2228576903696376
9,0.5294924554183813,0.6923766816143497,-0.17399558526757752
10,0.3901098901098901,0.0,-0.381407943523147
11,0.6346153846153846,0.7764705882352941,0.27071834264743816
12,0.3760330578512397,0.37517241379310345,-0.19711432364713413
13,0.7089655172413794,0.705718270571827,0.45659220393066624
14,0.3903448275862069,0.0,-0.6414531108892894
15,0.7298050139275766,0.6819672131147541,0.47305009389752817
16,0.7258741258741259,0.6918238993710691,0.5024300067173819
17,0.42657342657342656,0.5372460496613995,-0.17541526793988121
18,0.16883116883116883,0.28888888888888886,0.2304250699842419
Mean ± Std,0.526107 ± 0.182840,0.395905 ± 0.310375,0.070744 ± 0.340241
