Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6734417344173442,0.5338491295938105,0.3094219268107977
2,0.5807327001356852,0.5666199158485273,0.24294441451037774
3,0.7166212534059946,0.6486486486486487,0.5431695240031205
4,0.5429740791268759,0.5392022008253095,0.2872928895830027
5,0.6388508891928865,0.6632653061224489,0.4096715628381607
6,0.42954856361149113,0.4577373211963589,-0.20104258351027918
7,0.6429548563611491,0.6390041493775933,0.3587385965536009
8,0.6227709190672154,0.533106960950764,0.3104515418986066
9,0.5747599451303155,0.5467836257309941,0.09547904071985897
10,0.43131868131868134,0.5369127516778524,-0.03596109510791523
11,0.6414835164835165,0.6200873362445415,0.4157064097560119
12,0.6088154269972452,0.3333333333333333,0.22846010682868237
13,0.7075862068965517,0.7376237623762376,0.47789093635282504
14,0.5544827586206896,0.683643486777669,0.2235103216035793
15,0.5821727019498607,0.4584837545126354,0.17354821300062193
16,0.5048951048951049,0.2862903225806452,-0.07694869723699979
17,0.6559440559440559,0.6684636118598383,0.3817579617347936
18,0.4329004329004329,0.02481389578163772,0.12627440973113122
Mean ± Std,0.585681 ± 0.087179,0.526548 ± 0.167151,0.237243 ± 0.192068
