Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6585365853658537,0.5909090909090909,0.37798208155154334
2,0.6729986431478969,0.677376171352075,0.33231436098896106
3,0.7247956403269755,0.7362924281984334,0.555706311514951
4,0.5266030013642565,0.5173852573018081,0.29828069044870026
5,0.6443228454172366,0.6578947368421053,0.4011755185515334
6,0.45006839945280436,0.40707964601769914,-0.1695262557687721
7,0.6238030095759234,0.5949926362297496,0.3131817581124439
8,0.5871056241426612,0.49411764705882355,0.19065876571753992
9,0.5281207133058985,0.50997150997151,0.06497346308825891
10,0.3914835164835165,0.468187274909964,-0.022084098373001963
11,0.635989010989011,0.6324549237170597,0.4145334423185419
12,0.5564738292011019,0.3090128755364807,0.20476583074198282
13,0.6565517241379311,0.660300136425648,0.45701575169170855
14,0.5655172413793104,0.6926829268292682,0.2547333993200658
15,0.5181058495821727,0.4559748427672956,0.16468481325925666
16,0.5496503496503496,0.38549618320610685,0.08136357961628725
17,0.6909090909090909,0.6725925925925926,0.4761935873063018
18,0.4444444444444444,0.02531645569620253,0.05318565049952943
Mean ± Std,0.579193 ± 0.089761,0.527113 ± 0.168880,0.247174 ± 0.187238
