Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6314363143631436,0.5294117647058824,0.3094536219739417
2,0.6390773405698779,0.584375,0.3101373458645801
3,0.5572207084468664,0.5376955903271693,0.07993698006162098
4,0.5470668485675307,0.5860349127182045,0.2588896084167024
5,0.5882352941176471,0.6487747957992999,0.18595418537281383
6,0.5253077975376197,0.4889543446244477,0.021975296303302458
7,0.5772913816689467,0.6199261992619927,0.1651842687162402
8,0.6310013717421125,0.5611745513866232,0.24708412478087538
9,0.5939643347050755,0.5301587301587302,0.24332950723973779
10,0.6703296703296703,0.7530864197530864,0.3573018627829105
11,0.5467032967032966,0.6341463414634146,0.18387280502013603
12,0.4132231404958678,0.2705479452054795,0.2194812411507886
13,0.5737931034482758,0.640279394644936,0.216925820144646
14,0.5627586206896552,0.6995260663507109,0.08620612065050383
15,0.5947075208913649,0.5174129353233831,0.2538720952614923
16,0.4755244755244755,0.43946188340807174,0.1797681426761982
17,0.5944055944055944,0.6338383838383839,0.23637291139226158
18,0.4098124098124098,0.014457831325301205,0.0023027478416855
Mean ± Std,0.562881 ± 0.069141,0.538292 ± 0.163897,0.197669 ± 0.094701
