Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.5989159891598916,0.5115511551155115,0.3284896639248628
2,0.6105834464043419,0.5550387596899224,0.2922421522279443
3,0.5613079019073569,0.5046153846153846,0.13773811331064734
4,0.6139154160982264,0.6866002214839424,0.23572399441869507
5,0.5841313269493844,0.6292682926829268,0.2584955770795676
6,0.5663474692202463,0.5317577548005908,0.12954758686293985
7,0.5896032831737346,0.6287128712871287,0.19541828366858097
8,0.6172839506172839,0.5606299212598426,0.28424838635945554
9,0.6337448559670782,0.675577156743621,0.2506246165715089
10,0.679945054945055,0.7620020429009193,0.3718874010501644
11,0.6387362637362637,0.6516556291390728,0.2895556556478106
12,0.39807162534435264,0.27768595041322314,0.23286695224206824
13,0.6068965517241379,0.6898803046789989,0.22116222993253642
14,0.6137931034482759,0.7402597402597403,0.16435528966056262
15,0.6392757660167131,0.5815831987075929,0.3357355670839681
16,0.46853146853146854,0.43283582089552236,0.1366929542545993
17,0.6125874125874126,0.6388526727509778,0.2644325817451186
18,0.4733044733044733,0.016172506738544475,-0.012777409953139234
Mean ± Std,0.583721 ± 0.068274,0.559704 ± 0.173528,0.228691 ± 0.089951
