Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6138211382113821,0.5454545454545454,0.2871343121377025
2,0.6037991858887382,0.5780346820809249,0.2798474132080431
3,0.5640326975476839,0.5721925133689839,0.12879354290563605
4,0.5688949522510232,0.5989847715736041,0.3059892425746116
5,0.5526675786593708,0.5736636245110821,0.22239526452985045
6,0.5198358413132695,0.4845814977973568,0.022959354327020967
7,0.5690834473324213,0.6200241254523522,0.15259802664845276
8,0.6159122085048011,0.5439739413680782,0.20346111681572615
9,0.607681755829904,0.5613496932515337,0.22502883834023374
10,0.6442307692307693,0.7282266526757608,0.326970252727479
11,0.6236263736263736,0.6745843230403801,0.24693212269062856
12,0.37052341597796146,0.27804107424960506,0.16484693333151323
13,0.6496551724137931,0.7190265486725663,0.2920197468936836
14,0.5282758620689655,0.6593625498007968,0.19506822467905366
15,0.5933147632311978,0.5149501661129569,0.2170258296370767
16,0.4937062937062937,0.4198717948717949,0.12104307603969776
17,0.6055944055944056,0.6209677419354839,0.24876588106269512
18,0.47763347763347763,0.016304347826086956,0.013670795318136777
Mean ± Std,0.566794 ± 0.067365,0.539422 ± 0.163537,0.203031 ± 0.087085
