Fold,Test_Accuracy,Test_F1,Test_Pearson
1,0.6029810298102981,0.5400313971742543,0.35241339885481227
2,0.5888738127544098,0.4991735537190083,0.2780277969889176
3,0.5163487738419619,0.5383615084525357,0.02018922156459242
4,0.5743519781718963,0.6294536817102138,0.2886588149265734
5,0.5827633378932968,0.6637265711135611,0.17069897972523615
6,0.5362517099863201,0.49022556390977445,0.06612408294731759
7,0.5800273597811217,0.6099110546378653,0.17392792058298573
8,0.6268861454046639,0.5211267605633803,0.2889929990857604
9,0.6117969821673526,0.593974175035868,0.20389800203223274
10,0.6126373626373627,0.6901098901098901,0.3612989188045388
11,0.6497252747252747,0.6759847522236341,0.32876574125362445
12,0.38980716253443526,0.26776859504132233,0.18039900107927173
13,0.5572413793103448,0.5748344370860927,0.22644315795846034
14,0.3820689655172414,0.4966292134831461,0.15974866620161235
15,0.6559888579387186,0.5147347740667977,0.30040804032194723
16,0.5328671328671328,0.4119718309859155,0.06200535902568899
17,0.5958041958041959,0.6035665294924554,0.2519968718054767
18,0.5122655122655123,0.01744186046511628,-0.008514916270401879
Mean ± Std,0.561594 ± 0.073919,0.518835 ± 0.156332,0.205860 ± 0.109772
